project,station_id,glider_trajectory,deployment_recovery,date_utc,time_utc,lat_degrees,lat_mins,lon_degrees,lon_mins,sample,cast,niskin,bottle_size_ml,sample_notes,depth_m,temperature_degrees_c,salinity,pH_avg_25degC,pH_stdev,TA_avg,TA_stdev,DIC_avg,DIC_stdev,analysis_notes
RMI,RU39 RMI 2023 #1 Spring Recovery,ru39-20230420T1636,recovery,5/12/23,18:00,39,24.303,-74,8.553,RMI-RU-024,2,1,500,,16.434,9.7076,32.1653,7.681322038,,,,,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,15:45,40,20.647,-73,44.518,RMI-RU-025,1,3,500,,1.648,23.4105,29.4366,,,2065.257677,,1805.521304,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,15:45,40,20.647,-73,44.518,RMI-RU-026,1,3,500,,1.648,23.4105,29.4366,8.078186794,,,,,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,15:45,40,20.647,-73,44.518,RMI-RU-027,1,1,500,*note out of depth order,19.589,14.678,31.8517,,,2158.47975,,2076.690606,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,15:45,40,20.647,-73,44.518,RMI-RU-028,1,1,500,*note out of depth order,19.589,14.678,31.8517,7.592317924,,,,,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,15:45,40,20.647,-73,44.518,RMI-RU-029,1,2,500,,9.586,20.4928,30.9284,,,2107.652323,,1916.412777,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,15:45,40,20.647,-73,44.518,RMI-RU-030,1,2,500,,9.586,20.4928,30.9284,7.926450975,,,,,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,16:04,40,20.551,-73,44.65,RMI-RU-031,2,3,500,,1.707,23.4098,29.4801,,,2069.34386,,1807.450424,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,16:04,40,20.551,-73,44.65,RMI-RU-032,2,3,500,,1.707,23.4098,29.4801,8.085047028,,,,,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,16:04,40,20.551,-73,44.65,RMI-RU-033,2,2,500,,9.037,20.3967,30.9999,,,2099.843822,,1892.555892,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,16:04,40,20.551,-73,44.65,RMI-RU-034,2,2,500,,9.037,20.3967,30.9999,7.952196505,,,,,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,16:04,40,20.551,-73,44.65,RMI-RU-035,2,1,500,,19.092,14.667,31.8675,,,2156.18772,,2074.369464,,
RMI,RU39 RMI 2023 #2 Summer Deployment,ru39-20230817T1520,deployment,8/17/23,16:04,40,20.551,-73,44.65,RMI-RU-036,2,1,500,,19.092,14.667,31.8675,7.588454248,,,,,,
RMI,RU39 RMI 2023 #2 Summer Recovery,ru39-20230817T1520,recovery,9/20/23,10:20,39,15.888,-74,19.458,RMI-RU-037,1,1,500,near ru39,2,22.44859,30.78023,,,2100.640362,,1916.379872,,
RMI,RU39 RMI 2023 #2 Summer Recovery,ru39-20230817T1520,recovery,9/20/23,10:20,39,15.888,-74,19.458,RMI-RU-038,1,1,500,near ru39,2,22.44859,30.78023,7.898573746,,,,,,
RMI,RU39 RMI 2023 #2 Summer Recovery,ru39-20230817T1520,recovery,9/20/23,10:30,39,15.888,-74,19.458,RMI-RU-039,2,1,500,near ru39,2,22.44859,30.78023,,,2103.103331,,1915.476117,,
RMI,RU39 RMI 2023 #2 Summer Recovery,ru39-20230817T1520,recovery,9/20/23,10:30,39,15.888,-74,19.458,RMI-RU-040,2,1,500,near ru39,2,22.44859,30.78023,7.886113888,,,,,,
RMI,RU39 RMI 2023 #2 Summer Recovery,ru39-20230817T1520,recovery,9/20/23,10:40,39,15.888,-74,19.458,RMI-RU-041,3,1,500,"depth, 45ft or 15m, sample taken 2m off bottom; ru39 recovered",13,22.37522,30.81389,,,2099.169688,,1914.045057,,
RMI,RU39 RMI 2023 #2 Summer Recovery,ru39-20230817T1520,recovery,9/20/23,10:40,39,15.888,-74,19.458,RMI-RU-042,3,1,500,"depth, 45ft or 15m, sample taken 2m off bottom; ru39 recovered",13,22.37522,30.81389,7.887868893,,,,,,
RMI,RU39 RMI 2023 #2 Summer Recovery,ru39-20230817T1520,recovery,9/20/23,10:50,39,15.888,-74,19.458,RMI-RU-043,4,1,500,"depth, 45ft or 15m, sample taken 2m off bottom; ru39 recovered",13,22.37522,30.81389,,,2100.177929,,1914.702001,,
RMI,RU39 RMI 2023 #2 Summer Recovery,ru39-20230817T1520,recovery,9/20/23,10:50,39,15.888,-74,19.458,RMI-RU-044,4,1,500,"depth, 45ft or 15m, sample taken 2m off bottom; ru39 recovered",13,22.37522,30.81389,7.883990122,,,,,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:41,40,19.973,-73,51.746,RMI-RU-045,1,1,500,bottom,22.787,12.0825,32.42,,,2184.827395,,2139.946512,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:41,40,19.973,-73,51.746,RMI-RU-046,1,1,500,bottom,22.787,12.0825,32.42,7.437826241,,,,,,pH and DIC/TA didn't match well
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:41,40,19.973,-73,51.746,RMI-RU-047,1,2,500,thermocline,19.679,19.0056,31.6825,,,2166.821226,,2090.561924,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:41,40,19.973,-73,51.746,RMI-RU-048,1,2,500,thermocline,19.679,19.0056,31.6825,7.658029353,,,,,,pH and DIC/TA didn't match well
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:41,40,19.973,-73,51.746,RMI-RU-049,1,3,500,surface,1.653,20.6439,30.8369,,,2094.848007,,1871.080031,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:41,40,19.973,-73,51.746,RMI-RU-050,1,3,500,surface,1.653,20.6439,30.8369,7.97869257,,,,,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:59,40,19.956,-73,51.743,RMI-RU-051,2,1,500,bottom,22.744,12.1231,32.4131,,,2193.796034,,2165.509021,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:59,40,19.956,-73,51.743,RMI-RU-052,2,1,500,bottom,22.744,12.1231,32.4131,7.39114444,,,,,,pH and DIC/TA didn't match well
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:59,40,19.956,-73,51.743,RMI-RU-053,2,2,500,thermocline,19.53,19.5234,31.5988,,,2142.133382,,2001.386534,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:59,40,19.956,-73,51.743,RMI-RU-054,2,2,500,thermocline,19.53,19.5234,31.5988,7.762753652,,,,,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:59,40,19.956,-73,51.743,RMI-RU-055,2,3,500,surface,1.632,20.7116,30.9066,,,2098.359223,,1870.148377,,
RMI,RU34 RMI 2023 Gap Fill #2 Deployment,ru34-20230920T1506,deployment,9/20/23,15:59,40,19.956,-73,51.743,RMI-RU-056,2,3,500,surface,1.632,20.7116,30.9066,7.982098609,,,,,,
RMI,RU39 RMI 2023 #3 Fall Deployment,ru39-20231018T1426,deployment,10/18/23,14:50,40,14.091,-73,51.887,RMI-RU-045B,1,1,500,surface,2,17.0352,30.73056,,,2116.02971,,1862.788641,,
RMI,RU39 RMI 2023 #3 Fall Deployment,ru39-20231018T1426,deployment,10/18/23,14:50,40,14.091,-73,51.887,RMI-RU-046B,1,1,500,surface,2,17.0352,30.73056,8.016804145,,,,,,
RMI,RU39 RMI 2023 #3 Fall Deployment,ru39-20231018T1426,deployment,10/18/23,15:05,40,14.091,-73,51.887,RMI-RU-047B,2,1,500,surface,2,17.0352,30.73056,,,2110.834337,,1864.354971,,
RMI,RU39 RMI 2023 #3 Fall Deployment,ru39-20231018T1426,deployment,10/18/23,15:05,40,14.091,-73,51.887,RMI-RU-048B,2,1,500,surface,2,17.0352,30.73056,8.018409175,,,,,,
RMI,RU39 RMI 2023 #3 Fall Deployment,ru39-20231018T1426,deployment,10/18/23,15:15,40,14.06,-73,51.9,RMI-RU-049B,3,1,500,near bottom,26,17.33677,31.12069,,,2146.019497,,1947.284595,,
RMI,RU39 RMI 2023 #3 Fall Deployment,ru39-20231018T1426,deployment,10/18/23,15:15,40,14.06,-73,51.9,RMI-RU-050B,3,1,500,near bottom,26,17.33677,31.12069,7.895994902,,,,,,
RMI,RU39 RMI 2023 #3 Fall Deployment,ru39-20231018T1426,deployment,10/18/23,15:25,40,14.06,-73,51.9,RMI-RU-051B,4,1,500,near bottom,26,17.33677,31.12069,,,2146.174229,,1947.620969,,
RMI,RU39 RMI 2023 #3 Fall Deployment,ru39-20231018T1426,deployment,10/18/23,15:25,40,14.06,-73,51.9,RMI-RU-052B,4,1,500,near bottom,26,17.33677,31.12069,7.899597511,,,,,,
RMI,RU34 RMI 2023 Gap Fill #2 Recovery,ru34-20230920T1506,recovery,10/19/23,14:55,39,25.95,-74,13.134,RMI-RU-053B,1,1,300,surface,2,17.394,30.9003,,,2113.259474,,1898.521502,,
RMI,RU34 RMI 2023 Gap Fill #2 Recovery,ru34-20230920T1506,recovery,10/19/23,14:55,39,25.95,-74,13.134,RMI-RU-054B,1,1,300,surface,2,17.394,30.9003,7.958552842,,,,,,
RMI,RU34 RMI 2023 Gap Fill #2 Recovery,ru34-20230920T1506,recovery,10/19/23,15:00,39,25.95,-74,13.134,RMI-RU-055B,2,1,300,surface,2,17.394,30.9003,,,2112.423298,,1894.527282,,
RMI,RU34 RMI 2023 Gap Fill #2 Recovery,ru34-20230920T1506,recovery,10/19/23,15:00,39,25.95,-74,13.134,RMI-RU-056B,2,1,300,surface,2,17.394,30.9003,7.955345961,,,,,,
RMI,RU34 RMI 2023 Gap Fill #2 Recovery,ru34-20230920T1506,recovery,10/19/23,15:30,39,25.983,-74,13.489,RMI-RU-057B,3,1,300,near bottom,19,17.5492,31.2984,,,2119.990897,,1932.149174,,
RMI,RU34 RMI 2023 Gap Fill #2 Recovery,ru34-20230920T1506,recovery,10/19/23,15:30,39,25.983,-74,13.489,RMI-RU-058B,3,1,300,near bottom,19,17.5492,31.2984,7.892531825,,,,,,
RMI,RU34 RMI 2023 Gap Fill #2 Recovery,ru34-20230920T1506,recovery,10/19/23,15:40,39,25.983,-74,13.489,RMI-RU-059B,4,1,300,near bottom,19,17.5492,31.2984,,,2122.179336,,1932.230357,,
RMI,RU34 RMI 2023 Gap Fill #2 Recovery,ru34-20230920T1506,recovery,10/19/23,15:40,39,25.983,-74,13.489,RMI-RU-060B,4,1,300,near bottom,19,17.5492,31.2984,7.886737253,,,,,,
RMI,RU39 RMI 2023 #3 Fall Re-Deployment,ru39-20231103T1413,deployment,11/3/23,15:10,40,15.059,-73,53.348,RMI-RU-061,1,1,300,surface,2,14.666,29.633,,,,,,,
RMI,RU39 RMI 2023 #3 Fall Re-Deployment,ru39-20231103T1413,deployment,11/3/23,15:10,40,15.059,-73,53.348,RMI-RU-062,1,1,300,surface,2,14.666,29.633,,,,,,,
RMI,RU39 RMI 2023 #3 Fall Re-Deployment,ru39-20231103T1413,deployment,11/3/23,15:14,40,15.047,-73,53.367,RMI-RU-063,2,1,300,surface,2,14.666,29.633,,,,,,,
RMI,RU39 RMI 2023 #3 Fall Re-Deployment,ru39-20231103T1413,deployment,11/3/23,15:14,40,15.047,-73,53.367,RMI-RU-064,2,1,300,surface,2,14.666,29.633,,,,,,,
RMI,RU39 RMI 2023 Fall Recovery,ru39-20231103T1413,recovery,12/5/23,19:46,39,20.562,-74,12.273,RMI-RU-081,1,1,500,surface,2,11.2576,31.7414,,,,,,,
RMI,RU39 RMI 2023 Fall Recovery,ru39-20231103T1413,recovery,12/5/23,19:46,39,20.562,-74,12.273,RMI-RU-082,1,1,500,surface,2,11.2576,31.7414,,,,,,,
RMI,RU39 RMI 2023 Fall Recovery,ru39-20231103T1413,recovery,12/5/23,19:46,39,20.562,-74,12.273,RMI-RU-083,1,1,500,surface,2,11.2576,31.7414,,,,,,,
RMI,RU39 RMI 2023 Fall Recovery,ru39-20231103T1413,recovery,12/5/23,19:46,39,20.562,-74,12.273,RMI-RU-084,1,1,500,surface,2,11.2576,31.7414,,,,,,,
RMI,RU39 RMI 2023 Fall Recovery,ru39-20231103T1413,recovery,12/5/23,20:20,39,30.667,-74,12.273,RMI-RU-077,2,1,500,near bottom,17,11.2508,31.7453,,,,,,,
RMI,RU39 RMI 2023 Fall Recovery,ru39-20231103T1413,recovery,12/5/23,20:20,39,30.667,-74,12.273,RMI-RU-078,2,1,500,near bottom,17,11.2508,31.7453,,,,,,,
RMI,RU39 RMI 2023 Fall Recovery,ru39-20231103T1413,recovery,12/5/23,20:20,39,30.667,-74,12.273,RMI-RU-079,2,1,500,near bottom,17,11.2508,31.7453,,,,,,,
RMI,RU39 RMI 2023 Fall Recovery,ru39-20231103T1413,recovery,12/5/23,20:20,39,30.667,-74,12.273,RMI-RU-080,2,1,500,near bottom,17,11.2508,31.7453,,,,,,,
